loan_id,borrower_name,loan_amount,days_overdue,past_defaults,income_band,payment_consistency,city,recovery_probability,risk_flag,days_overdue_bucket
LN1307,Megan Miller,364333,5,0,Mid,0.4,North Dianemouth,48,Medium,0-15
LN1308,Erin Bryant,419492,0,1,Mid,0.42,Leblancborough,39,Medium,0-15
LN1309,Brad Blair,91635,5,1,Low,0.67,Port Laura,42,Medium,0-15
LN1310,Christopher Parsons,243536,45,1,Mid,0.91,Alexanderbury,46,Medium,31-45
LN1311,Katie Barnes,151691,15,0,High,0.39,West Isaiah,52,Medium,0-15
LN1312,Marie Conway,242500,90,0,Low,0.62,New Michael,17,Low Priority,45+
LN1313,Kelly Diaz,179476,0,0,Mid,0.78,Michaelmouth,69,High Priority,0-15
LN1314,Alejandro Lambert,192307,120,3,Low,0.97,New Justinchester,0,Low Priority,45+
LN1315,Charles Ball,371537,90,0,Low,0.67,Gilmoreborough,20,Low Priority,45+
LN1316,Brian Clark,29110,30,0,Low,0.52,Westhaven,36,Medium,16-30
LN1317,Briana Myers,410479,90,1,Low,0.43,Yvonneview,0,Low Priority,45+
LN1318,Cristian Crane,174268,5,2,Low,0.78,New Katherine,35,Medium,0-15
LN1319,Andrea Burton,460630,90,0,Low,0.47,Ginabury,10,Low Priority,45+
LN1320,Scott Cain,306233,60,0,Low,0.95,Delgadoburgh,46,Medium,45+
LN1321,Edward Simmons,336205,60,1,High,0.88,East Justinport,46,Medium,45+
LN1322,Jerry Armstrong,455503,30,0,Mid,1.0,North Michaelhaven,68,High Priority,16-30
LN1323,Margaret Bennett,25704,60,3,Mid,0.36,Berryburgh,0,Low Priority,45+
LN1324,Patrick Rodriguez,498366,30,2,Mid,0.53,Amyfurt,20,Low Priority,16-30
LN1325,Justin Jacobson,286258,45,1,Mid,0.6,Muellerville,30,Low Priority,31-45
LN1326,Allison Klein,385898,5,0,Mid,0.53,Mitchellbury,54,Medium,0-15
LN1327,Wendy Williams,371296,5,0,Mid,0.57,Farmerfort,56,Medium,0-15
LN1328,Jordan Johnson,386040,15,0,Mid,0.31,Port Jessicashire,40,Medium,0-15
LN1329,Harry Walker,129834,30,1,Mid,0.62,Wendyburgh,37,Medium,16-30
LN1330,Roger Miller,127522,15,3,High,0.94,East Lauren,43,Medium,0-15
LN1331,Steven Graham,215804,5,0,Low,0.71,East Yolanda,56,Medium,0-15
LN1332,Jill Edwards,162635,15,0,Mid,0.82,Veronicatown,65,High Priority,0-15
LN1333,Amber Henderson,178059,90,0,Low,0.31,East Hannahburgh,2,Low Priority,45+
LN1334,Daniel Meyer,79182,0,3,Mid,0.57,New Frank,22,Low Priority,0-15
LN1335,Michael Thomas,65379,90,0,Low,0.64,Kellyport,18,Low Priority,45+
LN1336,Shelley Russo,289295,15,1,High,0.67,North Karenton,54,Medium,0-15
LN1337,Stacy Riley,141999,0,1,Low,0.98,Martinmouth,59,Medium,0-15
LN1338,Monica Robinson,251513,0,0,Mid,0.43,Bergertown,52,Medium,0-15
LN1339,Jeff Warner,92588,0,0,Mid,0.43,New Davidville,52,Medium,0-15
LN1340,Megan Wells,139735,90,0,High,0.69,Nguyenchester,36,Medium,45+
LN1341,Mary Valencia MD,353175,15,0,Low,0.75,Lake Renee,54,Medium,0-15
LN1342,Diamond Avila,185140,60,0,Low,0.73,Latoyastad,34,Low Priority,45+
LN1343,Lisa Smith,96153,5,2,Mid,0.69,Monicastad,38,Medium,0-15
LN1344,Anthony Johnson,147834,45,0,High,0.6,North Brettport,50,Medium,31-45
LN1345,Robert Patterson,318185,45,1,Low,0.6,Ashleestad,22,Low Priority,31-45
LN1346,Cody Ford,147556,0,1,High,0.45,Ramirezbury,48,Medium,0-15
LN1347,Derrick King,69104,0,0,Low,0.44,Dawnview,44,Medium,0-15
LN1348,Alexis Miller,111658,0,0,Mid,0.65,North Amber,62,High Priority,0-15
LN1349,Yolanda Jones,37727,0,1,Mid,0.6,Martinchester,48,Medium,0-15
LN1350,Mark Byrd,314054,30,0,Low,0.87,Zimmermanton,54,Medium,16-30
LN1351,Linda Reed,320611,30,0,Low,0.36,North Karen,28,Low Priority,16-30
LN1352,David Diaz,393479,30,0,Mid,0.56,Elizabethstad,46,Medium,16-30
LN1353,Glenn Young,254565,5,0,Mid,0.35,West Jasonfurt,46,Medium,0-15
LN1354,Mary Martin,292900,0,1,Low,0.71,South Suzanne,46,Medium,0-15
LN1355,Steven Clark,355938,15,0,Low,0.77,Richardsonton,54,Medium,0-15
LN1356,Michael Bauer,271051,30,0,Mid,0.63,Jorgetown,50,Medium,16-30
LN1357,Stephanie Logan,379687,15,0,High,0.74,Port Crystalville,69,High Priority,0-15
LN1358,Todd Kramer,351054,0,0,Low,0.62,Port Joseph,53,Medium,0-15
LN1359,Amy Clark,276911,0,0,High,0.63,New Tammy,70,High Priority,0-15
LN1360,Cynthia Campbell,363581,0,0,Low,0.99,Thomasborough,72,High Priority,0-15
LN1361,Sandra Fisher,213783,15,1,Mid,0.74,West Samuelview,49,Medium,0-15
LN1362,Cheryl Rodriguez,76273,45,2,Mid,0.65,Brittneyview,20,Low Priority,31-45
LN1363,Dawn Smith,29715,30,0,Low,0.48,East Aaronmouth,34,Low Priority,16-30
LN1364,Kathleen Haney,144481,5,0,Low,0.66,New Cindy,53,Medium,0-15
LN1365,Eugene Hernandez,409954,5,0,Mid,0.66,Port Shannonland,61,High Priority,0-15
LN1366,Michael Baker,365506,45,0,Mid,0.57,North Stephanie,40,Medium,31-45
LN1367,Debra Anderson,253483,90,0,High,0.57,New Jenna,30,Low Priority,45+
LN1368,Aaron Wilson,211703,15,1,Low,0.45,Theresamouth,26,Low Priority,0-15
LN1369,Christopher Mcconnell,60461,0,0,Low,0.79,Garciachester,62,High Priority,0-15
LN1370,Gordon King,150513,90,0,High,0.7,South Crystalberg,37,Medium,45+
LN1371,Jennifer Hall,476956,60,2,Mid,0.72,Littleborough,18,Low Priority,45+
LN1372,Katherine Smith,188757,45,0,High,0.88,Cookborough,64,High Priority,31-45
LN1373,Valerie Williams,222380,5,0,Low,0.39,South Anthonyview,40,Medium,0-15
LN1374,Robert Reed,459875,0,1,Low,0.72,Lake Marie,46,Medium,0-15
LN1375,James Ramsey,225342,15,0,Low,0.75,West Alicialand,54,Medium,0-15
LN1376,Carolyn Austin,431484,0,1,Low,0.57,Jacksonborough,38,Medium,0-15
LN1377,Chelsea Gutierrez,492580,45,0,Low,1.0,Changfurt,54,Medium,31-45
LN1378,Brandon Daniel,197404,30,0,Mid,0.42,Rachelside,39,Medium,16-30
LN1379,Angel Brooks,212660,0,0,Low,0.78,South Justin,61,High Priority,0-15
LN1380,Amy Walters,174363,30,1,Low,0.46,North Carolshire,21,Low Priority,16-30
LN1381,Charles Miller,447387,5,1,Mid,0.6,Powellview,46,Medium,0-15
LN1382,Jacqueline Hernandez,428638,45,0,Mid,0.55,West Kellistad,40,Medium,31-45
LN1383,Marcus Ware,308859,15,0,Low,0.97,North Christopher,64,High Priority,0-15
LN1384,Diane Smith,213718,5,0,Low,0.48,Port Dylan,44,Medium,0-15
LN1385,Sergio Malone,174249,30,0,Mid,0.53,East Vickie,44,Medium,16-30
LN1386,David Cooper,341497,0,3,High,0.97,Timothyfurt,50,Medium,0-15
LN1387,Angela Patterson,282307,5,0,Mid,0.65,Curtismouth,60,High Priority,0-15
LN1388,Tom Vazquez,140575,0,0,Low,0.53,East Ronaldborough,48,Medium,0-15
LN1389,Michael Jones,245019,30,1,Mid,0.9,Julietown,51,Medium,16-30
LN1390,Jaime Johnson,276553,45,2,High,0.85,Dayfurt,38,Medium,31-45
LN1391,Whitney Lee,446376,90,1,Low,0.5,Patrickfurt,0,Low Priority,45+
LN1392,Jesse Williams,110353,0,2,Mid,0.75,Jamesside,44,Medium,0-15
LN1393,Martin Carey,244033,5,0,Low,0.92,Burketown,66,High Priority,0-15
LN1394,Wanda David,269686,15,0,Mid,0.66,West Barbara,57,Medium,0-15
LN1395,Michael Huerta,243332,0,0,Mid,0.76,South Daniel,68,High Priority,0-15
LN1396,Christopher Hebert,48082,0,0,High,0.82,Chaneyfort,79,High Priority,0-15
LN1397,Robert Jones,458073,15,3,High,0.96,North Marilyn,44,Medium,0-15
LN1398,Maria Carrillo,145426,0,0,Low,0.76,Sandersborough,60,High Priority,0-15
LN1399,Sarah Owen,408447,0,0,Low,0.66,Veronicaside,55,Medium,0-15
LN1400,Keith Garcia,437104,0,1,Mid,0.57,Rogersberg,46,Medium,0-15
LN1401,Erika Johnson,242146,0,1,Mid,0.75,Nelsonchester,56,Medium,0-15
LN1402,Theresa Page,143257,15,2,Low,0.39,Valdezport,12,Low Priority,0-15
LN1403,Mark Green,419194,90,1,Mid,0.82,North Stephanie,23,Low Priority,45+
LN1404,Jennifer Wilkins,29503,30,0,Low,0.38,East Ryanton,29,Low Priority,16-30
LN1405,Willie Chandler,109489,0,0,Mid,0.61,Yangshire,60,High Priority,0-15
LN1406,Angela Henderson,125432,0,0,High,0.77,Lauraberg,76,High Priority,0-15
LN1407,Kimberly Garza,347090,60,1,Low,0.87,Steeleshire,30,Low Priority,45+
LN1408,Carlos Flores,199830,60,0,Mid,0.75,Port Jeremiah,44,Medium,45+
LN1409,Bonnie Parker,407732,90,1,Mid,0.43,Floresville,4,Low Priority,45+
LN1410,Melissa Kelly,128255,0,0,High,0.96,West Greg,86,High Priority,0-15
LN1411,Thomas Bowen,376124,30,0,Mid,0.36,North Anthonyhaven,36,Medium,16-30
LN1412,Christopher Diaz,199761,0,0,High,0.81,Harrisport,78,High Priority,0-15
LN1413,Katherine Johnson,23754,45,1,Mid,0.37,Samuelburgh,18,Low Priority,31-45
LN1414,Alicia Lamb,364086,30,2,Mid,0.83,Port Philip,36,Medium,16-30
LN1415,Tiffany Wang,180878,0,0,High,0.82,West Patricia,79,High Priority,0-15
LN1416,Matthew Lewis,462882,120,0,Mid,0.86,Benjaminmouth,25,Low Priority,45+
LN1417,John Navarro,261130,5,1,High,0.73,South Megan,60,High Priority,0-15
LN1418,Kristina Reilly,96865,5,1,Mid,0.3,Longburgh,31,Low Priority,0-15
LN1419,Jorge Thompson,39033,45,1,Low,0.82,West Jennaborough,33,Low Priority,31-45
LN1420,Jessica Downs,60372,5,0,Low,0.51,Knappton,46,Medium,0-15
LN1421,Brittany Monroe,294231,15,0,Low,0.75,East Samuel,54,Medium,0-15
LN1422,Angela Preston MD,38313,60,0,Low,0.59,Jeffreyland,28,Low Priority,45+
LN1423,Hector Sparks,284167,0,0,Low,0.43,Lake Williamburgh,44,Medium,0-15
LN1424,Theresa Poole,451020,0,0,Mid,0.75,Jonesmouth,68,High Priority,0-15
LN1425,Sherri Hall,167159,0,0,Mid,0.34,East David,47,Medium,0-15
LN1426,Jonathan Anderson,129079,30,1,Low,0.88,Doyleland,42,Medium,16-30
LN1427,Sarah Williams,392528,30,0,Mid,0.82,Gillport,59,Medium,16-30
LN1428,Whitney Moore,172889,30,1,Mid,0.61,New Tracy,36,Medium,16-30
LN1429,Amy Solomon,287613,5,0,Low,0.45,Port Vickiebury,42,Medium,0-15
LN1430,Christopher Combs,366874,45,1,Mid,0.51,New Vanessa,26,Low Priority,31-45
LN1431,Kathleen Chang,97984,5,1,Mid,0.38,East Haroldshire,35,Medium,0-15
LN1432,Cassandra Melendez,181326,45,0,Mid,0.71,Coopermouth,48,Medium,31-45
LN1433,Kyle Murphy,140312,15,3,Low,0.79,Lake Tyler,20,Low Priority,0-15
LN1434,Krista Bennett,157469,15,1,High,0.85,Mckinneyton,62,High Priority,0-15
LN1435,Mary Chapman,474546,0,0,High,0.89,Woodville,82,High Priority,0-15
LN1436,Jennifer Bean,304580,15,0,High,0.79,East Kevinfurt,72,High Priority,0-15
LN1437,Jack Willis,308345,0,1,Mid,0.61,Veronicafurt,48,Medium,0-15
LN1438,Brian Torres,88920,0,0,Low,0.39,Kimberlyton,42,Medium,0-15
LN1439,Scott Sims,158808,45,1,High,0.35,Mitchellburgh,26,Low Priority,31-45
LN1440,Dr. Jermaine Rivera,225675,0,0,Low,0.49,Thomasview,46,Medium,0-15
LN1441,Wesley Butler,93997,0,0,Mid,0.61,New Bailey,60,High Priority,0-15
LN1442,Carlos Young,446188,0,0,High,0.33,Blackfort,54,Medium,0-15
LN1443,Casey Garza,322929,60,0,Mid,0.59,Thomaschester,36,Medium,45+
LN1444,Donna Williams,248870,0,0,Mid,0.68,North Donna,64,High Priority,0-15
LN1445,Courtney Gordon,271351,15,2,Low,0.59,Morganview,22,Low Priority,0-15
LN1446,Catherine Hill,131487,30,0,High,0.4,New Johnmouth,46,Medium,16-30
LN1447,Deanna Sheppard,269430,0,0,Mid,0.98,Colefurt,79,High Priority,0-15
LN1448,Daniel Strickland,49055,90,0,Low,0.8,East Lisa,26,Low Priority,45+
LN1449,James Cordova,111006,0,2,Mid,0.67,West Larry,40,Medium,0-15
LN1450,Mikayla Barnett,117852,0,0,Mid,0.85,Jefferytown,72,High Priority,0-15
LN1451,Ricardo Grimes,65232,15,0,Mid,0.64,New Karenview,56,Medium,0-15
LN1452,Jonathan Morgan,33140,0,1,Low,0.37,Baxtertown,28,Low Priority,0-15
LN1453,Tammy Collins,228015,5,1,Mid,0.34,Cooperfort,33,Low Priority,0-15
LN1454,Tonya Herrera,241095,0,0,High,0.86,Youngstad,81,High Priority,0-15
LN1455,Anna Acosta,292944,0,0,Low,0.53,Susanchester,48,Medium,0-15
LN1456,Shannon Kerr,181645,45,0,Low,0.76,Lake Jenniferland,42,Medium,31-45
LN1457,Brandy Rodriguez,428155,0,2,Mid,0.83,Jessicaton,48,Medium,0-15
LN1458,Valerie Carter,311262,15,0,Low,0.5,North Gregland,41,Medium,0-15
LN1459,Richard Fisher,463945,15,0,Mid,0.88,Fishermouth,68,High Priority,0-15
LN1460,Teresa Joseph,230097,0,0,Low,0.43,South Brian,44,Medium,0-15
LN1461,Elizabeth Hunter,200231,0,1,Mid,0.74,Belindabury,55,Medium,0-15
LN1462,Ashley Watts,288854,30,0,High,0.66,Montoyahaven,59,Medium,16-30
LN1463,Jessica Collins,420187,30,1,Low,0.9,Marksshire,43,Medium,16-30
LN1464,Victoria Lutz,85794,60,0,Mid,0.72,East Robertview,42,Medium,45+
LN1465,Michele Black,270870,0,2,Mid,0.41,New Carlos,26,Low Priority,0-15
LN1466,Beth Cross,87843,45,3,High,0.38,Cantuborough,3,Low Priority,31-45
LN1467,Chelsea Carlson,476586,15,3,Mid,0.99,East Richard,38,Medium,0-15
LN1468,Cindy Walker,334900,30,0,High,0.99,New Matthewbury,76,High Priority,16-30
LN1469,Terry Hanna,46170,0,0,Mid,0.67,Robinsonmouth,64,High Priority,0-15
LN1470,Robin Phillips,374195,60,0,Mid,0.43,Berrymouth,28,Low Priority,45+
LN1471,Courtney Weaver,117756,0,2,Low,0.83,Bakerton,40,Medium,0-15
LN1472,Dr. Kenneth Gutierrez,142232,15,1,Mid,0.55,Nicoletown,40,Medium,0-15
LN1473,Mary Larson,328449,45,2,Mid,0.47,Benjaminstad,12,Low Priority,31-45
LN1474,Lori Benton,140987,45,0,Low,0.4,Jonesmouth,24,Low Priority,31-45
LN1475,Nicole Lee,196168,30,0,Mid,0.6,East Markfort,48,Medium,16-30
LN1476,Allison Brown,455071,5,1,Mid,0.99,South Kevinville,66,High Priority,0-15
LN1477,Tamara Bradley,487874,0,1,Low,0.52,Port Oscar,36,Medium,0-15
LN1478,Meghan Parker,161559,0,0,High,0.46,South Danielle,61,High Priority,0-15
LN1479,Mary Richard,41447,0,0,Low,0.91,Estradaside,68,High Priority,0-15
LN1480,Joshua Ortiz,345422,5,0,Low,0.51,West Mario,46,Medium,0-15
LN1481,Rebecca West,392013,45,2,Low,0.87,West Sarah,24,Low Priority,31-45
LN1482,Richard Phillips,70939,30,0,High,0.77,New Lucaschester,64,High Priority,16-30
LN1483,Charles Boyer,87990,0,0,Low,0.46,New David,45,Medium,0-15
LN1484,Elaine Bennett,106516,15,0,High,0.38,South Andres,51,Medium,0-15
LN1485,George Washington,290931,0,0,Low,0.98,Jacquelinemouth,71,High Priority,0-15
LN1486,Samuel Moore,73909,60,0,High,0.83,New Jeffrey,56,Medium,45+
LN1487,Christine Pearson,437480,45,3,Mid,0.69,North Justin,10,Low Priority,31-45
LN1488,Benjamin Cooper,296091,45,0,High,0.38,West Marymouth,39,Medium,31-45
LN1489,William Mendoza,332229,0,0,Low,0.33,Michaelchester,38,Medium,0-15
LN1490,Jonathan Campos,157888,15,0,Mid,0.51,East Adrienneview,50,Medium,0-15
LN1491,Curtis Johnson,112493,30,0,High,0.9,Bartonhaven,71,High Priority,16-30
LN1492,Nicole Lopez,363912,5,0,High,0.74,Johnside,73,High Priority,0-15
LN1493,Matthew Hudson MD,305711,0,1,Low,0.71,Krystalton,46,Medium,0-15
LN1494,Sierra Potter,347231,45,0,Mid,0.48,New Luis,36,Medium,31-45
LN1495,Danielle Salinas,64900,15,0,Low,0.94,South Stephenland,63,High Priority,0-15
LN1496,Edward Newman,66403,60,0,High,0.32,Teresaborough,30,Low Priority,45+
LN1497,Victor Thompson,52174,0,2,Mid,0.4,East Alex,26,Low Priority,0-15
LN1498,Brittany Hall,308793,0,0,High,0.61,Freemantown,68,High Priority,0-15
LN1499,Ricky Todd,475160,30,0,Mid,0.37,Port John,36,Medium,16-30
LN1500,Kyle Thompson,50795,15,1,High,0.72,North Mauriceton,56,Medium,0-15
LN1501,Derek Davis,293334,120,0,Mid,0.92,Richardstad,28,Low Priority,45+
LN1502,Linda Pierce,177584,0,1,High,0.47,East Kenneth,50,Medium,0-15
LN1503,Jennifer Beltran,180105,90,0,Mid,0.44,New Melanieton,16,Low Priority,45+
LN1504,Bradley Peck,287554,5,0,Mid,0.68,Gonzalezside,62,High Priority,0-15
LN1505,Melissa Vazquez,63056,0,0,Low,0.38,Lake Traceymouth,41,Medium,0-15
LN1506,Miranda Simmons,378182,45,0,Mid,0.51,North Richard,38,Medium,31-45
LN1507,Katie Wade,202024,45,0,High,0.67,New Anna,54,Medium,31-45
LN1508,Jackson Stephens,457818,15,2,Mid,0.79,Millertown,40,Medium,0-15
LN1509,Jay Horn,101554,15,2,Low,0.57,Ronaldhaven,20,Low Priority,0-15
LN1510,Susan Jarvis,28210,5,2,Mid,0.73,Lake Linda,40,Medium,0-15
LN1511,Tamara Carter,219919,0,1,High,0.8,South Jillian,66,High Priority,0-15
LN1512,Samuel Shea,395960,30,0,Low,0.34,South Adam,27,Low Priority,16-30
LN1513,Paul Burke,173262,60,0,Mid,0.86,New Gail,49,Medium,45+
LN1514,Natalie Thompson,307139,5,0,Mid,0.83,East Johnside,70,High Priority,0-15
LN1515,Nicole Ochoa,384256,5,0,Mid,0.59,Cortezport,58,Medium,0-15
LN1516,John Brady MD,449852,30,0,Mid,0.31,Leonardhaven,34,Low Priority,16-30
LN1517,Nathan Madden,491249,0,0,Low,0.42,Nguyenhaven,43,Medium,0-15
LN1518,Edwin Mitchell,276453,0,2,Low,0.67,Dixonborough,32,Low Priority,0-15
LN1519,Michael Edwards,223047,45,1,Mid,0.61,Chavezstad,30,Low Priority,31-45
LN1520,Mark Calhoun,199510,15,0,Low,0.69,Samanthamouth,50,Medium,0-15
LN1521,Andrew Tucker,139006,15,1,Low,0.57,South Cassandraside,32,Low Priority,0-15
LN1522,Ryan Jackson,168586,5,1,Low,0.51,Markland,34,Low Priority,0-15
LN1523,Jonathan Lowe,212121,15,0,Low,0.62,Kylefurt,47,Medium,0-15
LN1524,Gregory Sanders,203467,60,0,Low,0.71,Steveville,34,Low Priority,45+
LN1525,Eric Smith,357913,5,0,Low,0.67,North Michaelland,54,Medium,0-15
LN1526,Tasha George,383809,0,0,Low,0.92,Brittanybury,68,High Priority,0-15
LN1527,Robert Smith,244448,90,0,Mid,0.57,North Michael,22,Low Priority,45+
LN1528,Chad Lewis Jr.,140234,5,1,Mid,0.37,Beverlymouth,34,Low Priority,0-15
LN1529,Dustin Collins,421983,30,0,Low,0.99,Kaitlynburgh,60,High Priority,16-30
LN1530,Bethany Barnett,115040,0,0,High,0.46,Lake Martha,61,High Priority,0-15
LN1531,Chad Williams,170871,15,3,Low,0.33,Gordonview,0,Low Priority,0-15
LN1532,Cody Wright,329237,60,0,Low,0.52,Padillaburgh,24,Low Priority,45+
LN1533,Rebecca Blevins,403100,15,0,High,0.38,Lake Kathy,51,Medium,0-15
LN1534,Richard Davis,485065,5,0,Mid,1.0,New Stephanieberg,78,High Priority,0-15
LN1535,Scott Rogers,419560,120,0,High,0.57,Deniseport,18,Low Priority,45+
LN1536,Michael Johnson,79500,90,1,High,0.63,Port Cameron,22,Low Priority,45+
LN1537,John Cantu,153004,15,1,High,0.61,Heatherfort,50,Medium,0-15
LN1538,Bethany Woods,394313,45,1,Low,0.66,Whitemouth,25,Low Priority,31-45
LN1539,Bryan Pearson,102302,0,3,Mid,0.54,Brewerchester,21,Low Priority,0-15
LN1540,Jesse Rivas,119931,15,3,Low,0.87,Petersonburgh,24,Low Priority,0-15
LN1541,Shannon Graham,164355,5,3,High,0.74,Port Misty,37,Medium,0-15
LN1542,David Carter,197912,45,0,Mid,0.4,East Caitlinstad,32,Low Priority,31-45
LN1543,Jessica Roberts,100388,15,0,Low,0.97,Ryanside,64,High Priority,0-15
LN1544,Stephanie Taylor,152212,15,0,Mid,0.33,South Kimberlymouth,40,Medium,0-15
LN1545,Denise Zuniga,64789,45,0,Mid,0.49,Scottfurt,36,Medium,31-45
LN1546,Kevin Bauer,86093,0,3,High,0.66,North Darrylstad,35,Medium,0-15
LN1547,Sandra Blanchard,211083,15,2,Mid,0.56,Justinborough,28,Low Priority,0-15
LN1548,Yvonne Hamilton,92805,15,0,Mid,0.72,Sandystad,60,High Priority,0-15
LN1549,Billy Ruiz,164063,15,0,High,0.99,Katherinemouth,82,High Priority,0-15
LN1550,Jared Kline,434299,45,1,Mid,0.97,West Michael,48,Medium,31-45
LN1551,Lance Stephens,170575,120,0,Low,0.75,East Alex,12,Low Priority,45+
LN1552,Joseph Holder,428288,60,0,High,0.61,North Edgar,44,Medium,45+
LN1553,Donald Armstrong,262700,90,0,Mid,0.83,New Robertshire,36,Medium,45+
LN1554,Anna Thomas,269877,30,1,Mid,0.39,North Donaldstad,26,Low Priority,16-30
LN1555,Aaron Garrison,360093,30,1,Low,0.81,South Diana,38,Medium,16-30
LN1556,Tyrone Quinn,78653,90,0,High,0.77,East Dawnland,40,Medium,45+
LN1557,Hannah Reyes,450192,0,0,Low,0.54,Brucemouth,49,Medium,0-15
LN1558,Chad Wright,422980,30,0,Mid,0.84,North Christophermouth,60,High Priority,16-30
LN1559,William Foster,420511,45,2,Mid,0.37,West Thomas,6,Low Priority,31-45
LN1560,Austin Adams,244790,15,0,Mid,0.58,Castanedashire,53,Medium,0-15
LN1561,Kerry Diaz,414597,5,0,Mid,0.7,Charleshaven,63,High Priority,0-15
LN1562,David Cook,30207,0,3,Mid,0.51,Weberfurt,20,Low Priority,0-15
LN1563,Gregory Miller,362951,0,1,Low,0.63,Amyside,42,Medium,0-15
LN1564,Teresa Hall,255841,0,0,Low,0.46,West Dean,45,Medium,0-15
LN1565,Michelle Scott,281570,45,2,Mid,0.93,North Jennifer,34,Low Priority,31-45
LN1566,Emily Lopez,383228,15,1,Mid,0.45,Matthewfurt,34,Low Priority,0-15
LN1567,Diana Black,448812,30,0,Mid,0.39,Martinezfurt,38,Medium,16-30
LN1568,Kathleen Lopez,489328,30,2,Mid,0.88,North Christopher,38,Medium,16-30
LN1569,Sonia Gilbert,414805,0,1,Low,0.8,South Tamarahaven,50,Medium,0-15
LN1570,Juan Vaughn,127507,5,0,Mid,0.38,East Seanberg,47,Medium,0-15
LN1571,Jason Reed,207450,45,0,Mid,0.5,Gregorytown,37,Medium,31-45
LN1572,Rachael Duncan,188785,45,1,Low,0.58,Lake Joshuaberg,21,Low Priority,31-45
LN1573,Rebecca Barber,394200,0,0,Low,0.49,West Stacey,46,Medium,0-15
LN1574,Matthew Miller,309061,60,0,Mid,0.54,Lake Nicholestad,33,Low Priority,45+
LN1575,David Foley,100811,30,0,Low,0.55,North Micheal,38,Medium,16-30
LN1576,Bryan Oconnell,52402,15,2,Mid,0.94,East Austin,47,Medium,0-15
LN1577,Maria Wilson,456364,5,0,High,0.77,New Samantha,74,High Priority,0-15
LN1578,Steven Fletcher,260016,30,0,Low,0.74,Port Alexander,47,Medium,16-30
LN1579,James Keller,305622,0,0,Mid,0.77,New Nina,68,High Priority,0-15
LN1580,Stephanie White,471488,0,0,Mid,0.96,Colleenstad,78,High Priority,0-15
LN1581,Edward Mclean,222440,0,1,Mid,0.33,South Jason,34,Low Priority,0-15
LN1582,Jessica Curtis,299652,15,0,High,0.63,New Leslie,64,High Priority,0-15
LN1583,Brad Parsons,87055,0,0,Low,0.34,Scottport,39,Medium,0-15
LN1584,Brittany King,499208,0,0,Mid,0.8,Alexanderfurt,70,High Priority,0-15
LN1585,Jordan Kelley,311464,30,0,High,0.45,Debraburgh,48,Medium,16-30
LN1586,Craig Black,358540,45,0,Low,0.95,Lake Erinberg,52,Medium,31-45
LN1587,Jamie Carter,329521,30,3,Low,0.78,Maxwellbury,13,Low Priority,16-30
LN1588,Todd Lee,82261,0,2,Low,0.56,Shellyshire,26,Low Priority,0-15
LN1589,Christopher Riddle,486232,45,1,Mid,0.37,Tamaramouth,18,Low Priority,31-45
LN1590,Ryan Walters,261225,0,0,Low,0.31,East Stephaniehaven,38,Medium,0-15
LN1591,Phillip Parker,452995,90,0,Mid,0.53,East Margaret,20,Low Priority,45+
LN1592,Madison Harper,277803,15,0,Mid,0.97,Josephview,72,High Priority,0-15
LN1593,Tiffany Olsen,498395,5,1,Mid,0.49,Port Frankberg,40,Medium,0-15
LN1594,Lisa Thomas,358384,15,3,Low,0.31,South Stephanie,0,Low Priority,0-15
LN1595,Laura Love,91354,5,0,Low,0.6,Ryanshire,50,Medium,0-15
LN1596,Becky Day,312575,0,1,Mid,0.54,New Alan,45,Medium,0-15
LN1597,Michael Castro,171165,15,0,Mid,0.68,West Austinchester,58,Medium,0-15
LN1598,Kelly Baxter,469763,45,0,High,0.85,Angelaville,62,High Priority,31-45
LN1599,Morgan Murphy,461048,0,0,Low,0.93,East Kellyland,68,High Priority,0-15
LN1600,Jamie Gomez,245180,0,0,Mid,0.82,Dennisberg,71,High Priority,0-15
LN1601,Amanda Delgado,255990,30,0,High,0.47,Rachaelfort,50,Medium,16-30
LN1602,Stanley Brown,439639,120,0,High,0.35,Aliberg,8,Low Priority,45+
LN1603,Randy Rogers,364296,0,1,Mid,0.93,North Christopher,64,High Priority,0-15
LN1604,Kimberly Harris,133688,45,0,Low,0.87,North Annafort,48,Medium,31-45
LN1605,Megan Perry,408455,60,0,Mid,0.87,Danielmouth,50,Medium,45+
LN1606,Kelly Reed,52430,60,0,Mid,0.92,West Feliciachester,52,Medium,45+
LN1607,Anthony Mata,362504,30,1,High,0.65,Rachelstad,46,Medium,16-30
LN1608,Michael Clark,133000,5,0,High,0.67,East Olivia,70,High Priority,0-15
LN1609,Taylor Lopez,329262,5,2,High,0.73,Jacobshire,48,Medium,0-15
LN1610,Brandon Hull,326749,45,0,Mid,0.6,Norrisberg,42,Medium,31-45
LN1611,Kristi Garrett,349437,15,2,Mid,0.93,New Janiceborough,46,Medium,0-15
LN1612,Brittany Marshall,159883,45,3,Mid,0.9,Port Johnland,21,Low Priority,31-45
LN1613,Andrew Brown,165051,30,0,Mid,0.65,Hallton,50,Medium,16-30
LN1614,Shannon Patterson,268503,30,3,Mid,0.48,West Aprilview,6,Low Priority,16-30
LN1615,Lisa Powell,476280,60,0,Low,0.31,Lake Adamland,14,Low Priority,45+
LN1616,Brandon Anderson,148389,0,1,High,0.96,Nicoleside,74,High Priority,0-15
